"Dist Code","Year","State Code","State Name","Dist Name","JANUARY RAINFALL (Millimeters)","FEBRUARY RAINFALL (Millimeters)","MARCH RAINFALL (Millimeters)","APRIL RAINFALL (Millimeters)","MAY RAINFALL (Millimeters)","JUNE RAINFALL (Millimeters)","JULY RAINFALL (Millimeters)","AUGUST RAINFALL (Millimeters)","SEPTEMBER RAINFALL (Millimeters)","OCTOBER RAINFALL (Millimeters)","NOVEMBER RAINFALL (Millimeters)","DECEMBER RAINFALL (Millimeters)","ANNUAL RAINFALL (Millimeters)"
"121","1987","3","Gujarat","Ahmedabad","0.0","0.2","0.0","0.0","0.3","52.7","41.6","123.6","1.8","0.0","0.4","5.2","225.8"
"121","1988","3","Gujarat","Ahmedabad","0.0","0.0","0.0","1.2","0.0","19.1","457.4","186.4","145.7","1.2","0.0","0.0","810.9"
"121","1989","3","Gujarat","Ahmedabad","0.2","0.0","0.0","0.0","0.0","99.9","273.9","242.8","20.2","0.0","0.0","0.0","637.0"
"121","1990","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","21.3","27.2","216.6","612.8","127.1","11.0","0.0","29.4","1045.4"
"121","1991","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","22.0","412.1","99.4","9.4","0.0","0.0","0.0","542.9"
"121","1992","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","39.4","219.7","127.6","186.6","0.0","3.3","0.0","576.6"
"121","1993","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","15.0","497.4","67.7","79.2","5.7","0.0","0.0","665.0"
"121","1994","3","Gujarat","Ahmedabad","8.0","0.0","0.0","0.0","0.0","98.6","394.5","360.2","463.9","0.0","0.0","0.0","1325.2"
"121","1995","3","Gujarat","Ahmedabad","0.0","0.0","1.1","0.4","0.0","1.1","262.4","76.0","74.7","0.0","0.4","0.6","416.7"
"121","1996","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","87.7","260.1","175.2","99.5","28.5","0.0","0.0","651.0"
"121","1997","3","Gujarat","Ahmedabad","2.9","0.0","0.0","1.1","4.8","568.7","117.5","278.2","69.1","0.1","0.4","0.0","1042.9"
"121","1998","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","96.4","187.7","125.6","164.4","91.3","0.0","0.0","665.3"
"121","1999","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","6.3","164.2","238.3","31.3","24.8","87.6","0.0","0.0","552.3"
"121","2000","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","7.7","48.5","373.4","69.7","3.2","0.0","0.0","0.0","502.5"
"121","2001","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","164.8","310.5","250.4","2.1","7.5","0.0","0.0","735.3"
"121","2002","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","150.1","9.7","121.1","46.1","0.3","0.0","0.0","327.3"
"121","2003","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","161.1","225.4","327.3","77.2","0.0","0.0","0.0","791.0"
"121","2004","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","61.0","208.0","412.0","43.0","30.0","0.0","0.0","754.0"
"121","2005","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","364.0","268.0","190.0","320.0","0.0","0.0","0.0","1142.0"
"121","2006","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","95.0","461.0","274.0","111.0","0.0","0.0","0.0","941.0"
"121","2007","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","99.0","362.0","294.0","109.0","0.0","0.0","0.0","864.0"
"121","2008","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.7","0.0","26.7","221.9","233.6","273.5","8.4","0.0","2.0","766.8"
"121","2009","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.0","0.0","4.7","265.5","103.2","8.8","4.9","0.0","0.0","387.1"
"121","2012","3","Gujarat","Ahmedabad","0.0","0.0","0.0","0.3","0.0","25.8","66.1","133.1","181.4","0.0","0.0","0.0","406.7"
"121","2013","3","Gujarat","Ahmedabad","0.0","0.0","0.1","10.6","0.0","126.0","333.2","159.9","235.6","63.3","0.3","0.0","929.0"
"121","2014","3","Gujarat","Ahmedabad","1.5","0.0","0.0","5.1","1.5","5.3","364.6","108.1","203.2","0.1","8.7","0.0","698.1"
"121","2015","3","Gujarat","Ahmedabad","2.0","0.0","6.2","4.8","2.0","115.0","206.0","24.5","55.2","0.0","0.0","0.0","415.7"
"122","1966","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","62.2","130.9","23.1","90.4","4.2","0.0","0.0","310.8"
"122","1967","3","Gujarat","Amreli","0.0","0.0","43.7","0.0","0.0","179.9","291.3","27.4","46.1","0.0","0.0","16.0","604.4"
"122","1968","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","26.3","185.6","162.4","61.0","12.5","0.0","0.3","448.2"
"122","1969","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","96.1","206.9","51.4","57.1","0.0","10.9","0.0","422.5"
"122","1970","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","3.2","168.4","174.6","282.6","130.1","33.9","0.0","0.0","792.9"
"122","1971","3","Gujarat","Amreli","0.0","0.0","0.0","3.3","0.0","116.9","209.5","164.9","149.9","1.0","0.0","0.0","645.5"
"122","1972","3","Gujarat","Amreli","0.6","0.5","0.0","0.0","0.0","80.4","107.2","22.3","17.8","0.0","0.0","0.0","228.8"
"122","1973","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","2.6","62.0","198.5","104.8","214.2","12.3","0.0","0.0","594.3"
"122","1974","3","Gujarat","Amreli","0.0","0.0","0.0","0.8","10.3","26.3","122.4","46.9","81.7","34.8","0.0","0.0","323.3"
"122","1975","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","113.5","90.2","113.8","114.9","37.8","0.0","0.0","470.2"
"122","1976","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","209.1","183.9","91.3","74.3","5.8","22.7","0.0","587.1"
"122","1977","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","7.7","156.1","252.2","53.9","95.4","0.4","9.7","0.0","575.4"
"122","1978","3","Gujarat","Amreli","0.0","0.7","0.0","8.8","0.0","175.9","74.2","126.2","15.6","16.8","25.2","0.0","443.4"
"122","1979","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","162.9","87.2","379.8","62.1","10.1","150.0","0.0","852.1"
"122","1980","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","218.1","282.0","160.5","5.9","0.0","0.5","7.7","674.8"
"122","1981","3","Gujarat","Amreli","0.1","0.0","0.0","0.0","2.1","63.3","282.8","135.8","141.5","75.3","41.6","0.0","742.5"
"122","1982","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","1.8","6.8","159.0","148.1","16.2","0.0","314.2","0.0","646.1"
"122","1983","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","4.9","331.1","276.8","302.8","180.9","42.5","0.0","0.0","1139.0"
"122","1984","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","52.8","137.2","101.9","118.7","0.0","0.0","0.0","410.6"
"122","1985","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","8.8","1.6","128.8","100.1","52.4","91.6","0.0","0.0","383.3"
"122","1986","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","11.7","265.9","27.4","98.5","13.4","0.0","0.0","0.0","417.0"
"122","1987","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","47.8","17.5","122.0","7.4","0.0","9.6","0.0","204.4"
"122","1988","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","37.9","689.8","130.5","267.0","1.2","0.0","0.0","1126.4"
"122","1989","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","154.7","264.1","56.1","94.8","8.4","0.0","0.0","578.1"
"122","1990","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","75.0","47.0","297.0","213.0","8.0","0.0","0.0","640.0"
"122","1991","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","37.0","207.0","20.0","5.0","0.0","0.0","0.0","269.0"
"122","1992","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","57.0","190.0","145.0","190.0","28.0","0.0","0.0","610.0"
"122","1993","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","26.0","151.0","32.0","229.0","70.0","0.0","0.0","508.0"
"122","1994","3","Gujarat","Amreli","3.0","0.0","0.0","0.0","0.0","151.9","303.1","179.0","71.0","0.0","0.0","0.0","708.0"
"122","1995","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","7.2","229.6","95.9","109.8","30.0","0.0","0.0","472.5"
"122","1996","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","169.7","272.9","31.7","27.0","143.2","0.0","0.0","644.5"
"122","1997","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","216.9","154.9","84.5","131.8","0.0","0.0","0.0","588.2"
"122","1998","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","120.6","198.0","227.1","60.4","100.7","14.5","0.0","721.4"
"122","1999","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","2.7","112.0","63.8","16.0","108.9","106.8","0.0","0.0","410.3"
"122","2000","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","10.6","29.6","90.8","152.5","15.9","6.5","0.0","0.0","305.9"
"122","2001","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","220.8","119.5","109.6","40.9","33.2","0.0","0.0","524.0"
"122","2002","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","331.2","20.2","163.9","41.2","2.1","0.0","0.0","558.6"
"122","2003","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","110.7","280.0","201.1","56.7","22.7","0.0","0.0","671.2"
"122","2004","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","91.0","165.0","235.0","80.0","22.0","0.0","0.0","593.0"
"122","2005","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","499.0","130.0","67.0","375.0","0.0","0.0","0.0","1071.0"
"122","2006","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","179.0","483.0","82.0","76.0","3.0","0.0","0.0","823.0"
"122","2007","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","118.0","274.0","326.0","343.0","3.0","0.0","0.0","1064.0"
"122","2008","3","Gujarat","Amreli","0.0","0.0","0.0","4.2","0.0","72.1","237.0","90.7","300.6","23.8","0.0","0.0","728.4"
"122","2009","3","Gujarat","Amreli","0.0","0.0","0.0","0.0","0.0","56.4","360.4","70.8","16.9","5.2","0.0","0.0","509.7"
"122","2012","3","Gujarat","Amreli","0.0","0.0","0.0","0.1","0.0","42.1","53.4","55.0","180.1","14.0","0.0","0.0","344.7"
"122","2013","3","Gujarat","Amreli","0.0","0.0","0.0","36.2","1.1","194.8","242.6","99.1","238.3","89.1","0.0","0.0","901.2"
"122","2014","3","Gujarat","Amreli","3.8","0.0","0.0","1.0","6.6","18.4","201.6","156.4","126.8","10.7","11.8","0.0","537.1"
"122","2015","3","Gujarat","Amreli","2.2","0.0","19.5","8.4","3.3","415.9","111.5","14.4","201.3","3.8","2.5","0.0","782.8"
"123","1966","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","67.5","184.8","17.1","130.2","0.0","0.0","0.0","399.6"
"123","1967","3","Gujarat","Banaskantha","0.0","0.0","79.9","0.0","0.0","43.0","304.2","171.8","82.6","1.9","0.0","11.0","694.4"
"123","1968","3","Gujarat","Banaskantha","0.9","0.0","0.8","0.0","0.0","0.0","180.3","97.7","3.0","1.2","0.0","0.0","283.9"
"123","1969","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","31.8","140.3","63.7","20.8","0.0","8.4","0.0","264.9"
"123","1970","3","Gujarat","Banaskantha","0.0","3.9","0.3","0.0","8.6","111.4","124.0","304.6","189.5","5.5","0.0","0.0","747.7"
"123","1971","3","Gujarat","Banaskantha","0.1","0.5","0.0","0.9","0.4","64.3","194.1","70.4","28.7","0.1","0.0","0.0","359.5"
"123","1972","3","Gujarat","Banaskantha","0.0","0.4","0.0","0.0","0.6","68.1","139.4","96.3","0.4","0.0","0.0","0.0","305.2"
"123","1973","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","1.5","82.4","163.7","295.4","229.2","3.1","0.0","0.0","775.2"
"123","1974","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","23.0","6.0","31.0","47.8","27.8","12.0","0.0","10.7","158.5"
"123","1975","3","Gujarat","Banaskantha","0.0","0.0","1.0","0.0","0.0","70.1","259.4","370.9","264.8","101.6","0.0","0.0","1067.9"
"123","1976","3","Gujarat","Banaskantha","5.9","0.0","0.0","0.0","0.0","50.7","221.9","325.9","96.5","0.0","17.2","0.0","718.1"
"123","1977","3","Gujarat","Banaskantha","15.7","0.2","0.0","0.5","12.9","252.1","652.8","109.2","102.8","0.0","0.0","0.0","1146.1"
"123","1978","3","Gujarat","Banaskantha","0.0","3.6","0.0","0.0","0.0","38.4","262.1","170.6","26.2","1.6","32.8","0.7","535.9"
"123","1979","3","Gujarat","Banaskantha","0.0","11.5","0.0","0.0","0.6","32.0","50.2","216.9","8.1","15.3","72.6","0.0","407.3"
"123","1980","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","245.1","122.9","64.0","0.2","0.0","0.0","10.9","443.1"
"123","1981","3","Gujarat","Banaskantha","1.1","0.0","1.7","0.0","0.8","16.0","134.8","218.9","79.4","3.0","72.0","0.0","527.6"
"123","1982","3","Gujarat","Banaskantha","0.0","0.0","0.0","6.0","66.2","8.9","167.1","122.3","13.5","0.6","52.4","0.0","437.0"
"123","1983","3","Gujarat","Banaskantha","0.0","0.0","0.0","28.3","6.1","30.7","166.8","243.0","50.3","45.5","0.0","0.0","570.7"
"123","1984","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","41.1","114.0","406.6","65.7","0.0","0.0","0.0","627.5"
"123","1985","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","10.5","3.5","95.9","126.9","0.5","18.1","0.0","1.7","257.1"
"123","1986","3","Gujarat","Banaskantha","0.0","0.0","0.5","0.0","8.4","31.8","94.6","88.9","1.0","0.0","0.0","0.0","225.1"
"123","1987","3","Gujarat","Banaskantha","0.0","1.4","0.0","0.0","0.1","12.3","9.9","29.5","1.0","0.3","0.0","11.7","66.3"
"123","1988","3","Gujarat","Banaskantha","0.0","0.0","0.0","1.5","0.0","13.8","307.7","231.5","45.4","4.3","0.0","0.0","604.2"
"123","1989","3","Gujarat","Banaskantha","3.0","0.0","0.0","0.0","0.0","31.7","196.6","263.4","18.5","0.0","0.0","0.1","513.2"
"123","1990","3","Gujarat","Banaskantha","0.0","7.0","0.0","0.0","6.6","18.0","243.4","388.2","91.0","16.0","0.0","0.0","770.2"
"123","1991","3","Gujarat","Banaskantha","0.0","0.0","0.0","9.0","0.0","48.4","396.2","37.0","54.0","0.0","0.0","0.0","544.6"
"123","1992","3","Gujarat","Banaskantha","1.0","0.0","0.0","0.0","0.0","11.0","386.2","120.8","416.5","0.0","0.0","0.0","935.5"
"123","1993","3","Gujarat","Banaskantha","0.0","21.0","0.0","0.0","0.0","112.0","674.2","0.0","49.4","0.0","0.0","0.0","856.6"
"123","1994","3","Gujarat","Banaskantha","6.0","0.0","0.0","0.0","0.0","146.0","272.0","626.0","295.0","0.0","0.0","0.0","1345.0"
"123","1995","3","Gujarat","Banaskantha","1.1","0.0","0.6","0.0","0.0","16.3","246.9","124.6","31.6","10.2","0.0","1.6","432.7"
"123","1996","3","Gujarat","Banaskantha","2.5","0.0","0.0","0.0","0.0","136.7","158.6","77.5","36.5","2.6","0.0","0.0","414.5"
"123","1997","3","Gujarat","Banaskantha","0.1","0.0","0.0","3.2","2.3","257.1","152.3","173.3","160.5","25.2","0.0","0.0","774.0"
"123","1998","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","85.8","99.8","63.6","173.4","164.1","0.0","0.0","586.6"
"123","1999","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","7.3","55.1","66.1","30.4","4.9","41.9","0.0","0.0","205.7"
"123","2000","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","12.3","232.8","109.6","1.8","0.0","0.0","0.0","357.6"
"123","2001","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","99.7","298.9","122.5","0.0","105.8","0.0","0.0","626.8"
"123","2002","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","105.6","8.4","60.6","34.5","0.0","0.0","0.0","209.1"
"123","2003","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","94.2","456.4","147.4","41.1","0.8","0.0","0.0","739.9"
"123","2004","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","102.0","27.0","196.0","26.0","40.0","0.0","0.0","391.0"
"123","2005","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","90.0","197.0","158.0","300.0","0.0","0.0","0.0","745.0"
"123","2006","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","59.0","278.0","839.0","195.0","0.0","0.0","0.0","1371.0"
"123","2007","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","44.0","520.0","217.0","63.0","0.0","0.0","0.0","844.0"
"123","2008","3","Gujarat","Banaskantha","0.0","0.1","0.0","7.6","0.0","27.5","88.2","312.0","102.0","1.1","0.0","0.6","539.1"
"123","2009","3","Gujarat","Banaskantha","0.0","0.0","0.3","0.0","0.0","9.9","283.1","74.1","2.5","0.0","0.0","0.0","369.9"
"123","2012","3","Gujarat","Banaskantha","0.0","0.0","0.0","0.0","0.0","22.6","109.5","133.0","173.9","0.2","0.0","0.0","439.2"
"123","2013","3","Gujarat","Banaskantha","0.0","3.9","0.3","9.5","0.0","130.3","314.4","162.6","265.8","79.5","0.0","0.0","966.3"
"123","2014","3","Gujarat","Banaskantha","3.4","0.0","0.0","0.0","5.7","3.7","152.1","87.9","277.2","0.0","0.0","0.0","530.0"
"123","2015","3","Gujarat","Banaskantha","2.1","0.0","2.4","6.8","0.0","50.9","712.2","32.6","27.9","0.0","0.0","0.0","834.9"
"124","1966","3","Gujarat","Bharuch","0.2","0.0","0.0","0.0","0.0","131.5","292.4","28.8","136.3","0.0","2.0","0.0","591.2"
"124","1967","3","Gujarat","Bharuch","0.0","0.0","24.6","0.0","1.1","151.3","344.4","217.6","59.8","1.4","0.0","11.3","811.4"
"124","1968","3","Gujarat","Bharuch","0.0","0.0","1.0","0.0","0.0","32.3","276.0","435.6","50.0","2.8","0.0","0.0","797.7"
"124","1969","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","102.1","312.5","74.3","218.4","0.0","10.5","0.3","718.1"
"124","1970","3","Gujarat","Bharuch","0.0","0.0","0.1","0.1","7.5","310.3","208.1","459.0","387.4","8.9","0.0","0.0","1381.4"
"124","1971","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","2.9","150.3","189.3","228.0","168.2","5.4","0.0","0.0","744.2"
"124","1972","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","83.1","177.3","129.1","21.1","1.3","0.0","0.0","412.0"
"124","1973","3","Gujarat","Bharuch","0.0","0.5","0.0","0.0","0.0","74.3","304.3","252.0","307.4","6.8","0.0","0.0","945.3"
"124","1974","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","41.1","11.2","103.2","68.6","75.5","18.4","0.0","0.0","317.9"
"124","1975","3","Gujarat","Bharuch","0.0","0.1","0.0","0.0","0.0","114.0","165.1","313.4","231.2","57.3","0.0","0.0","881.1"
"124","1976","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","498.6","532.6","286.1","172.7","0.0","96.4","0.0","1586.4"
"124","1977","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","4.0","203.9","331.3","165.6","83.0","4.5","12.6","0.0","805.0"
"124","1978","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","154.2","183.0","392.3","56.7","14.6","30.4","14.0","845.1"
"124","1979","3","Gujarat","Bharuch","0.0","1.7","0.0","0.0","0.0","143.9","143.6","335.7","52.7","7.7","42.1","0.0","727.3"
"124","1980","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","191.0","208.1","211.2","14.8","0.0","2.4","7.0","634.6"
"124","1981","3","Gujarat","Bharuch","0.6","0.0","0.0","0.0","0.0","197.1","333.8","241.3","182.7","53.6","14.6","0.0","1023.7"
"124","1982","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","8.3","21.8","159.3","168.7","22.8","0.0","91.6","0.0","472.5"
"124","1983","3","Gujarat","Bharuch","0.0","0.0","0.0","1.3","0.0","296.2","369.5","386.5","181.6","82.3","0.0","0.0","1317.3"
"124","1984","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","127.8","184.1","173.8","191.4","0.0","0.0","0.0","677.0"
"124","1985","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","1.2","331.7","175.3","13.4","112.0","0.0","0.0","633.6"
"124","1986","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","334.7","36.3","149.1","1.7","1.7","0.0","0.0","523.6"
"124","1987","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","99.5","138.3","135.1","3.0","0.9","17.0","11.1","404.9"
"124","1988","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","70.0","555.8","159.8","275.0","5.6","0.0","0.0","1066.1"
"124","1989","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","191.4","327.5","188.1","43.3","0.2","0.0","0.0","750.4"
"124","1990","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","24.0","67.0","92.0","321.0","366.0","2.0","9.0","0.0","881.0"
"124","1991","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","34.0","284.0","88.0","27.0","0.0","0.0","0.0","433.0"
"124","1992","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","233.0","162.0","315.0","225.0","7.0","0.0","0.0","942.0"
"124","1993","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","145.0","406.0","53.0","231.0","21.0","0.0","0.0","856.0"
"124","1994","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","576.0","442.0","162.0","193.0","0.0","0.0","0.0","1373.0"
"124","1995","3","Gujarat","Bharuch","1.3","0.0","0.0","0.0","0.0","5.4","463.1","110.0","41.9","13.6","0.0","0.0","635.2"
"124","1996","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","65.8","333.0","116.6","82.7","16.5","0.0","0.0","614.5"
"124","1997","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","36.0","325.4","145.9","238.0","23.2","2.0","0.0","0.0","770.5"
"124","1998","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","123.8","255.9","123.5","312.8","51.1","5.9","0.0","872.9"
"124","1999","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","4.4","65.3","220.4","33.3","50.6","57.9","0.0","0.0","431.8"
"124","2000","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","16.3","53.0","188.6","82.9","16.1","0.4","0.0","0.0","357.3"
"124","2001","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","147.3","236.8","198.0","16.6","16.3","0.0","0.0","614.9"
"124","2002","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","276.5","16.8","310.6","110.5","0.0","0.0","0.0","714.4"
"124","2003","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","159.5","316.7","182.3","115.7","4.3","0.0","0.0","778.5"
"124","2004","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","111.0","215.0","398.0","41.0","21.0","0.0","0.0","786.0"
"124","2005","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","403.0","154.0","90.0","242.0","0.0","0.0","0.0","889.0"
"124","2006","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","60.0","544.0","226.0","85.0","5.0","0.0","0.0","920.0"
"124","2007","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","72.0","436.0","205.0","187.0","0.0","0.0","0.0","900.0"
"124","2008","3","Gujarat","Bharuch","0.0","0.0","0.0","3.0","0.0","47.1","267.7","226.3","209.7","2.8","0.9","0.0","757.5"
"124","2009","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","12.0","250.8","81.2","44.7","38.4","0.0","0.0","427.1"
"124","2012","3","Gujarat","Bharuch","0.0","0.0","0.0","0.0","0.0","38.7","73.2","91.7","192.4","5.7","0.0","0.0","401.7"
"124","2013","3","Gujarat","Bharuch","0.0","0.0","0.0","0.1","0.0","144.7","348.6","154.2","474.8","42.7","0.0","0.0","1165.1"
"124","2014","3","Gujarat","Bharuch","1.1","0.0","0.0","0.0","0.0","23.5","317.8","136.6","141.8","0.0","0.2","0.0","621.0"
"124","2015","3","Gujarat","Bharuch","1.2","0.0","8.9","2.4","1.3","147.7","167.6","12.9","109.8","1.6","0.0","0.0","453.4"
"125","1966","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","3.2","121.5","292.2","98.3","201.8","0.0","0.0","0.0","717.0"
"125","1967","3","Gujarat","Vadodara / Baroda","0.0","0.0","26.5","0.2","0.0","162.5","464.5","272.9","118.7","0.0","0.0","21.6","1066.8"
"125","1968","3","Gujarat","Vadodara / Baroda","0.0","0.0","1.7","0.0","0.6","6.6","286.6","292.6","70.9","7.9","0.0","0.0","666.9"
"125","1969","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","162.3","385.9","228.5","413.6","0.0","11.7","19.0","1220.9"
"125","1970","3","Gujarat","Vadodara / Baroda","0.0","0.1","0.0","0.7","5.2","281.8","289.5","533.1","405.3","7.1","0.0","0.0","1522.9"
"125","1971","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","21.0","167.4","331.0","202.8","156.5","4.0","0.0","0.0","882.7"
"125","1972","3","Gujarat","Vadodara / Baroda","0.0","0.1","0.0","0.0","0.2","54.0","305.1","179.1","19.9","0.2","0.0","0.0","558.7"
"125","1973","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","1.3","111.6","276.1","419.0","440.5","13.0","0.0","0.0","1261.5"
"125","1974","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","58.6","34.7","150.4","87.8","78.8","47.3","0.0","0.0","457.7"
"125","1975","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","0.0","0.0","147.7","166.5","487.4","206.2","48.2","0.0","0.0","1056.0"
"125","1976","3","Gujarat","Vadodara / Baroda","0.1","0.0","0.0","0.0","0.0","527.2","557.0","526.8","181.9","0.1","117.3","0.0","1910.5"
"125","1977","3","Gujarat","Vadodara / Baroda","0.0","0.0","0.0","1.0","5.6","307.2","543.1","276.5","183.3","0.0","15.2","0.0","1332.0"
"125","1978","3","Gujarat","Vadodara / Baroda","0.0","0.1","0.0","4.7","1.7","143.6","268.6","647.0","76.6","5.0","21.2","18.9","1187.4"
"125","1979","3","Gujarat","Vadodara / Baroda","0.0","0.6","0.0","0.0","0.0","134.2","192.2","357.0","52.1","2.0","148.0","0.0","886.1"
